Filename,Start Time (s),End Time (s),Species eBird Code
KEN_001_20211207_153852.flac,1510.6,1510.6,carwoo1
KEN_001_20211207_153852.flac,1537.9,1537.9,eswdov1
KEN_001_20211207_153852.flac,1539.7,1539.7,eswdov1
KEN_001_20211207_153852.flac,1545.3,1545.3,sincis1
KEN_001_20211207_153852.flac,1561.0,1561.0,eswdov1
KEN_001_20211207_153852.flac,1563.2,1563.2,eswdov1
KEN_001_20211207_153852.flac,1566.0,1566.0,eswdov1
KEN_001_20211207_153852.flac,1568.4,1568.4,eswdov1
KEN_001_20211207_153852.flac,1596.4,1596.4,eswdov1
KEN_001_20211207_153852.flac,1599.1,1599.1,eswdov1
KEN_001_20211207_153852.flac,1601.4,1601.4,eswdov1
KEN_001_20211207_153852.flac,1682.7,1682.7,slcbou1
KEN_001_20211207_153852.flac,1686.1,1686.1,yelbis1
KEN_001_20211207_153852.flac,1701.7,1701.7,slcbou1
KEN_001_20211207_153852.flac,1750.6,1750.6,hipbab1
KEN_001_20211207_153852.flac,1786.7,1786.7,spewea1
KEN_001_20211207_153852.flac,1803.4,1803.4,spewea1
KEN_001_20211207_153852.flac,1869.6,1869.6,blbpuf2
KEN_001_20211207_153852.flac,1870.7,1870.7,blbpuf2
KEN_001_20211207_153852.flac,2160.3,2160.3,abethr1
KEN_001_20211207_153852.flac,2164.5,2164.5,abethr1
KEN_001_20211207_153852.flac,2168.6,2168.6,abethr1
KEN_001_20211207_153852.flac,2172.2,2172.2,abethr1
KEN_001_20211207_153852.flac,2176.3,2176.3,abethr1
KEN_001_20211207_153852.flac,2180.1,2180.1,abethr1
KEN_001_20211207_153852.flac,2183.2,2183.2,abethr1
KEN_001_20211207_153852.flac,2187.3,2187.3,abethr1
KEN_001_20211207_153852.flac,2190.8,2190.8,abethr1
KEN_001_20211207_153852.flac,2194.3,2194.3,abethr1
KEN_001_20211207_153852.flac,2197.8,2197.8,abethr1
KEN_001_20211207_153852.flac,2201.2,2201.2,abethr1
KEN_001_20211207_153852.flac,2205.0,2205.0,abethr1
KEN_001_20211207_153852.flac,2209.0,2209.0,abethr1
KEN_001_20211207_153852.flac,2213.7,2213.7,abethr1
KEN_001_20211207_153852.flac,2217.5,2217.5,abethr1
KEN_001_20211207_153852.flac,2220.5,2220.5,abethr1
KEN_001_20211207_153852.flac,2223.1,2223.1,abethr1
KEN_001_20211207_153852.flac,2226.7,2226.7,abethr1
KEN_001_20211207_153852.flac,2230.3,2230.3,abethr1
KEN_001_20211207_153852.flac,2234.1,2234.1,abethr1
KEN_001_20211207_153852.flac,2238.1,2238.1,abethr1
KEN_001_20211207_153852.flac,2242.3,2242.3,abethr1
KEN_001_20211207_153852.flac,2418.5,2418.5,combul2
KEN_001_20211207_153852.flac,2421.9,2421.9,combul2
KEN_001_20211207_153852.flac,2501.6,2501.6,trobou1
KEN_001_20211207_153852.flac,2504.6,2504.6,trobou1
KEN_001_20211207_153852.flac,2508.8,2508.8,trobou1
KEN_001_20211207_153852.flac,2513.4,2513.4,trobou1
KEN_001_20211207_153852.flac,2516.2,2516.2,trobou1
KEN_001_20211207_153852.flac,2519.3,2519.3,trobou1
KEN_001_20211207_153852.flac,2523.9,2523.9,trobou1
KEN_001_20211207_153852.flac,2530.1,2530.1,trobou1
KEN_001_20211207_153852.flac,2538.3,2538.3,trobou1
KEN_001_20211207_153852.flac,2541.3,2541.3,trobou1
KEN_001_20211207_153852.flac,2826.0,2826.0,trobou1
KEN_001_20211207_153852.flac,2832.1,2832.1,trobou1
KEN_001_20211207_153852.flac,2839.3,2839.3,trobou1
KEN_001_20211207_153852.flac,2852.9,2852.9,trobou1
KEN_001_20211207_153852.flac,2856.6,2856.6,trobou1
KEN_001_20211207_153852.flac,2862.1,2862.1,trobou1
KEN_001_20211207_153852.flac,2865.7,2865.7,trobou1
KEN_001_20211207_153852.flac,2871.7,2871.7,trobou1
KEN_001_20211207_153852.flac,2875.6,2875.6,trobou1
KEN_001_20211207_153852.flac,2879.4,2879.4,trobou1
KEN_001_20211207_153852.flac,2893.5,2893.5,trobou1
KEN_001_20211207_153852.flac,2903.7,2903.7,trobou1
KEN_001_20211207_153852.flac,2910.8,2910.8,trobou1
KEN_001_20211207_153852.flac,2938.3,2938.3,slcbou1
KEN_001_20211207_153852.flac,2942.2,2942.2,slcbou1
KEN_001_20211207_153852.flac,2946.5,2946.5,slcbou1
KEN_001_20211207_153852.flac,3033.3,3033.3,yelbis1
KEN_001_20211207_153852.flac,3066.4,3066.4,slcbou1
KEN_001_20211207_153852.flac,3070.8,3070.8,slcbou1
KEN_001_20211207_153852.flac,3072.5,3072.5,rufcha2
KEN_001_20211207_153852.flac,3074.8,3074.8,rufcha2
KEN_001_20211207_153852.flac,3075.6,3075.6,slcbou1
KEN_001_20211207_153852.flac,3078.8,3078.8,slcbou1
KEN_001_20211207_153852.flac,3105.2,3105.2,rufcha2
KEN_001_20211207_153852.flac,3107.3,3107.3,rufcha2
KEN_001_20211207_153852.flac,3212.4,3212.4,wbswea1
KEN_001_20211207_153852.flac,3213.9,3213.9,wbswea1
KEN_001_20211207_153852.flac,3237.9,3237.9,wbswea1
KEN_001_20211207_153852.flac,3253.0,3253.0,wbswea1
KEN_001_20211207_153852.flac,3254.9,3254.9,wbswea1
KEN_001_20211207_153852.flac,3268.1,3268.1,wbswea1
KEN_001_20211207_153852.flac,3272.2,3272.2,wbswea1
KEN_001_20211207_153852.flac,3278.6,3278.6,wbswea1
KEN_001_20211207_153852.flac,3296.4,3296.4,wbswea1
KEN_001_20211207_153852.flac,3316.6,3316.6,wbswea1
KEN_001_20211207_153852.flac,3345.0,3345.0,eswdov1
KEN_001_20211207_153852.flac,3427.5,3427.5,trobou1
KEN_001_20211207_153852.flac,3434.8,3434.8,trobou1
KEN_001_20211207_153852.flac,3438.7,3438.7,trobou1
KEN_001_20211207_153852.flac,3447.1,3447.1,trobou1
KEN_001_20211207_153852.flac,3573.5,3573.5,slcbou1
KEN_002_20211208_042640.flac,29.4,29.4,hamerk1
KEN_002_20211208_042640.flac,64.0,64.0,blbpuf2
KEN_002_20211208_042640.flac,65.7,65.7,blbpuf2
KEN_002_20211208_042640.flac,87.5,87.5,wbswea1
KEN_002_20211208_042640.flac,90.1,90.1,wbswea1
KEN_002_20211208_042640.flac,95.9,95.9,wbswea1
KEN_002_20211208_042640.flac,98.1,98.1,wbswea1
KEN_002_20211208_042640.flac,102.1,102.1,slcbou1
KEN_002_20211208_042640.flac,105.1,105.1,slcbou1
KEN_002_20211208_042640.flac,129.0,129.0,fotdro5
KEN_002_20211208_042640.flac,136.6,136.6,blbpuf2
KEN_002_20211208_042640.flac,138.0,138.0,blbpuf2
KEN_002_20211208_042640.flac,144.9,144.9,abethr1
KEN_002_20211208_042640.flac,147.7,147.7,wbswea1
KEN_002_20211208_042640.flac,156.1,156.1,abethr1
KEN_002_20211208_042640.flac,165.2,165.2,wbswea1
KEN_002_20211208_042640.flac,198.6,198.6,abethr1
KEN_002_20211208_042640.flac,200.2,200.2,sobfly1
KEN_002_20211208_042640.flac,202.9,202.9,abethr1
KEN_002_20211208_042640.flac,209.4,209.4,abethr1
KEN_002_20211208_042640.flac,212.6,212.6,sobfly1
KEN_002_20211208_042640.flac,220.4,220.4,wbswea1
KEN_002_20211208_042640.flac,232.7,232.7,blbpuf2
KEN_002_20211208_042640.flac,234.8,234.8,blbpuf2
KEN_002_20211208_042640.flac,240.4,240.4,abethr1
KEN_002_20211208_042640.flac,267.0,267.0,abethr1
KEN_002_20211208_042640.flac,270.8,270.8,hamerk1
KEN_002_20211208_042640.flac,272.9,272.9,hamerk1
KEN_002_20211208_042640.flac,274.2,274.2,hamerk1
KEN_002_20211208_042640.flac,276.7,276.7,abethr1
KEN_002_20211208_042640.flac,285.9,285.9,abethr1
KEN_002_20211208_042640.flac,287.3,287.3,gnbcam2
KEN_002_20211208_042640.flac,302.2,302.2,hamerk1
KEN_002_20211208_042640.flac,304.6,304.6,hamerk1
KEN_002_20211208_042640.flac,309.0,309.0,slcbou1
KEN_002_20211208_042640.flac,311.8,311.8,slcbou1
KEN_002_20211208_042640.flac,314.4,314.4,slcbou1
KEN_002_20211208_042640.flac,320.5,320.5,slcbou1
KEN_002_20211208_042640.flac,323.2,323.2,tafpri1
KEN_002_20211208_042640.flac,327.7,327.7,slcbou1
KEN_002_20211208_042640.flac,330.4,330.4,tafpri1
KEN_002_20211208_042640.flac,336.9,336.9,refcro1
KEN_002_20211208_042640.flac,342.6,342.6,refcro1
KEN_002_20211208_042640.flac,350.7,350.7,refcro1
KEN_002_20211208_042640.flac,356.6,356.6,refcro1
KEN_002_20211208_042640.flac,368.1,368.1,reccor
KEN_002_20211208_042640.flac,370.8,370.8,refcro1
KEN_002_20211208_042640.flac,372.6,372.6,reccor
KEN_002_20211208_042640.flac,376.4,376.4,reccor
KEN_002_20211208_042640.flac,382.2,382.2,fotdro5
KEN_002_20211208_042640.flac,383.5,383.5,reccor
KEN_002_20211208_042640.flac,385.5,385.5,slcbou1
KEN_002_20211208_042640.flac,395.1,395.1,reccor
KEN_002_20211208_042640.flac,397.2,397.2,hamerk1
KEN_002_20211208_042640.flac,401.5,401.5,reccor
KEN_002_20211208_042640.flac,402.2,402.2,slcbou1
KEN_002_20211208_042640.flac,409.4,409.4,reccor
KEN_002_20211208_042640.flac,419.4,419.4,hamerk1
KEN_002_20211208_042640.flac,432.0,432.0,reccor
KEN_002_20211208_042640.flac,439.5,439.5,reccor
KEN_002_20211208_042640.flac,450.2,450.2,sobfly1
KEN_002_20211208_042640.flac,465.1,465.1,reccor
KEN_002_20211208_042640.flac,480.9,480.9,sobfly1
KEN_002_20211208_042640.flac,493.5,493.5,hamerk1
KEN_002_20211208_042640.flac,497.5,497.5,hamerk1
KEN_002_20211208_042640.flac,515.2,515.2,sobfly1
KEN_002_20211208_042640.flac,547.6,547.6,darbar1
KEN_002_20211208_042640.flac,550.1,550.1,darbar1
KEN_002_20211208_042640.flac,553.8,553.8,darbar1
KEN_002_20211208_042640.flac,555.6,555.6,darbar1
KEN_002_20211208_042640.flac,560.7,560.7,darbar1
KEN_002_20211208_042640.flac,562.8,562.8,darbar1
KEN_002_20211208_042640.flac,566.7,566.7,darbar1
KEN_002_20211208_042640.flac,569.9,569.9,darbar1
KEN_002_20211208_042640.flac,572.7,572.7,darbar1
KEN_002_20211208_042640.flac,574.8,574.8,darbar1
KEN_002_20211208_042640.flac,578.1,578.1,darbar1
KEN_002_20211208_042640.flac,581.3,581.3,darbar1
KEN_002_20211208_042640.flac,592.4,592.4,darbar1
KEN_002_20211208_042640.flac,594.7,594.7,darbar1
KEN_002_20211208_042640.flac,597.7,597.7,darbar1
KEN_002_20211208_042640.flac,600.6,600.6,darbar1
KEN_002_20211208_042640.flac,644.0,644.0,blbpuf2
KEN_002_20211208_042640.flac,646.7,646.7,blbpuf2
KEN_002_20211208_042640.flac,661.3,661.3,slcbou1
KEN_002_20211208_042640.flac,690.5,690.5,slcbou1
KEN_002_20211208_042640.flac,738.0,738.0,abethr1
KEN_002_20211208_042640.flac,797.6,797.6,tafpri1
KEN_002_20211208_042640.flac,820.4,820.4,blbpuf2
KEN_002_20211208_042640.flac,822.6,822.6,blbpuf2
KEN_002_20211208_042640.flac,833.4,833.4,gnbcam2
KEN_002_20211208_042640.flac,877.1,877.1,abethr1
KEN_002_20211208_042640.flac,887.7,887.7,abethr1
KEN_002_20211208_042640.flac,900.6,900.6,reccor
KEN_002_20211208_042640.flac,931.5,931.5,wbswea1
KEN_002_20211208_042640.flac,954.7,954.7,abethr1
KEN_002_20211208_042640.flac,964.6,964.6,blbpuf2
KEN_002_20211208_042640.flac,982.5,982.5,blbpuf2
KEN_002_20211208_042640.flac,996.0,996.0,abethr1
KEN_002_20211208_042640.flac,999.6,999.6,blacuc1
KEN_002_20211208_042640.flac,1011.5,1011.5,abethr1
KEN_002_20211208_042640.flac,1020.9,1020.9,abethr1
KEN_002_20211208_042640.flac,1036.2,1036.2,darbar1
KEN_002_20211208_042640.flac,1037.9,1037.9,abethr1
KEN_002_20211208_042640.flac,1039.0,1039.0,darbar1
KEN_002_20211208_042640.flac,1042.8,1042.8,darbar1
KEN_002_20211208_042640.flac,1046.6,1046.6,abethr1
KEN_002_20211208_042640.flac,1049.8,1049.8,darbar1
KEN_002_20211208_042640.flac,1058.4,1058.4,abethr1
KEN_002_20211208_042640.flac,1060.8,1060.8,darbar1
KEN_002_20211208_042640.flac,1065.9,1065.9,darbar1
KEN_002_20211208_042640.flac,1112.7,1112.7,abethr1
KEN_002_20211208_042640.flac,1118.5,1118.5,sobfly1
KEN_002_20211208_042640.flac,1127.1,1127.1,hadibi1
KEN_002_20211208_042640.flac,1130.2,1130.2,hadibi1
KEN_002_20211208_042640.flac,1134.0,1134.0,hadibi1
KEN_002_20211208_042640.flac,1178.3,1178.3,hamerk1
KEN_002_20211208_042640.flac,1211.4,1211.4,colsun2
KEN_002_20211208_042640.flac,1241.4,1241.4,hamerk1
KEN_002_20211208_042640.flac,1268.3,1268.3,hamerk1
KEN_002_20211208_042640.flac,1286.4,1286.4,gyhkin1
KEN_002_20211208_042640.flac,1296.5,1296.5,gyhkin1
KEN_002_20211208_042640.flac,1310.7,1310.7,blacuc1
KEN_002_20211208_042640.flac,1314.3,1314.3,blacuc1
KEN_002_20211208_042640.flac,1318.0,1318.0,blacuc1
KEN_002_20211208_042640.flac,1325.9,1325.9,blacuc1
KEN_002_20211208_042640.flac,1329.8,1329.8,blacuc1
KEN_002_20211208_042640.flac,1334.2,1334.2,blacuc1
KEN_002_20211208_042640.flac,1356.3,1356.3,gyhkin1
KEN_002_20211208_042640.flac,1357.2,1357.2,hamerk1
KEN_002_20211208_042640.flac,1360.9,1360.9,hamerk1
KEN_002_20211208_042640.flac,1382.0,1382.0,combul2
KEN_002_20211208_042640.flac,1449.3,1449.3,darbar1
KEN_002_20211208_042640.flac,1452.3,1452.3,darbar1
KEN_002_20211208_042640.flac,1454.2,1454.2,darbar1
KEN_002_20211208_042640.flac,1458.0,1458.0,darbar1
KEN_002_20211208_042640.flac,1460.9,1460.9,darbar1
KEN_002_20211208_042640.flac,1464.3,1464.3,darbar1
KEN_002_20211208_042640.flac,1467.3,1467.3,darbar1
KEN_002_20211208_042640.flac,1470.3,1470.3,darbar1
KEN_002_20211208_042640.flac,1480.7,1480.7,fotdro5
KEN_002_20211208_042640.flac,1491.9,1491.9,wbswea1
KEN_002_20211208_042640.flac,1498.7,1498.7,wbswea1
KEN_002_20211208_042640.flac,1512.9,1512.9,fotdro5
KEN_002_20211208_042640.flac,1522.3,1522.3,blbpuf2
KEN_002_20211208_042640.flac,1535.5,1535.5,refcro1
KEN_002_20211208_042640.flac,1539.4,1539.4,wbswea1
KEN_002_20211208_042640.flac,1592.7,1592.7,blacuc1
KEN_002_20211208_042640.flac,1600.7,1600.7,blacuc1
KEN_002_20211208_042640.flac,1609.2,1609.2,blacuc1
KEN_002_20211208_042640.flac,1616.9,1616.9,blacuc1
KEN_002_20211208_042640.flac,1624.9,1624.9,blacuc1
KEN_002_20211208_042640.flac,1630.1,1630.1,blbpuf2
KEN_002_20211208_042640.flac,1633.0,1633.0,blacuc1
KEN_002_20211208_042640.flac,1640.9,1640.9,blacuc1
KEN_002_20211208_042640.flac,1644.8,1644.8,blacuc1
KEN_002_20211208_042640.flac,1653.4,1653.4,blacuc1
KEN_002_20211208_042640.flac,1657.2,1657.2,abethr1
KEN_002_20211208_042640.flac,1665.2,1665.2,blacuc1
KEN_002_20211208_042640.flac,1699.3,1699.3,chibat1
KEN_002_20211208_042640.flac,1702.3,1702.3,chibat1
KEN_002_20211208_042640.flac,1707.7,1707.7,carwoo1
KEN_002_20211208_042640.flac,1709.0,1709.0,tafpri1
KEN_002_20211208_042640.flac,1710.3,1710.3,blbpuf2
KEN_002_20211208_042640.flac,1712.1,1712.1,tafpri1
KEN_002_20211208_042640.flac,1715.1,1715.1,wbswea1
KEN_002_20211208_042640.flac,1733.9,1733.9,tafpri1
KEN_002_20211208_042640.flac,1764.1,1764.1,whbwhe3
KEN_002_20211208_042640.flac,1779.6,1779.6,wbswea1
KEN_002_20211208_042640.flac,1786.4,1786.4,whbwhe3
KEN_002_20211208_042640.flac,1798.5,1798.5,whbwhe3
KEN_002_20211208_042640.flac,1818.0,1818.0,whbwhe3
KEN_002_20211208_042640.flac,1823.8,1823.8,wbswea1
KEN_002_20211208_042640.flac,1836.8,1836.8,yenspu1
KEN_002_20211208_042640.flac,1852.4,1852.4,tafpri1
KEN_002_20211208_042640.flac,1853.6,1853.6,gyhkin1
KEN_002_20211208_042640.flac,1863.0,1863.0,whbwhe3
KEN_002_20211208_042640.flac,1904.9,1904.9,whbwhe3
KEN_002_20211208_042640.flac,1927.0,1927.0,gnbcam2
KEN_002_20211208_042640.flac,1937.3,1937.3,reccor
KEN_002_20211208_042640.flac,1942.4,1942.4,reccor
KEN_002_20211208_042640.flac,1949.7,1949.7,reccor
KEN_002_20211208_042640.flac,1952.2,1952.2,reccuc1
KEN_002_20211208_042640.flac,1953.4,1953.4,reccor
KEN_002_20211208_042640.flac,1954.4,1954.4,reccuc1
KEN_002_20211208_042640.flac,1956.5,1956.5,reccor
KEN_002_20211208_042640.flac,1960.7,1960.7,reccor
KEN_002_20211208_042640.flac,1964.5,1964.5,reccor
KEN_002_20211208_042640.flac,1967.4,1967.4,reccor
KEN_002_20211208_042640.flac,1971.8,1971.8,reccor
KEN_002_20211208_042640.flac,1979.5,1979.5,reccor
KEN_002_20211208_042640.flac,1984.9,1984.9,reccor
KEN_002_20211208_042640.flac,1988.7,1988.7,reccor
KEN_002_20211208_042640.flac,2000.3,2000.3,reccor
KEN_002_20211208_042640.flac,2004.5,2004.5,reccor
KEN_002_20211208_042640.flac,2009.7,2009.7,reccor
KEN_002_20211208_042640.flac,2012.5,2012.5,reccor
KEN_002_20211208_042640.flac,2016.5,2016.5,reccor
KEN_002_20211208_042640.flac,2049.0,2049.0,reccor
KEN_002_20211208_042640.flac,2063.2,2063.2,reccor
KEN_002_20211208_042640.flac,2068.1,2068.1,reccor
KEN_002_20211208_042640.flac,2075.7,2075.7,wbswea1
KEN_002_20211208_042640.flac,2079.1,2079.1,blbpuf2
KEN_002_20211208_042640.flac,2090.4,2090.4,blbpuf2
KEN_002_20211208_042640.flac,2096.4,2096.4,reccor
KEN_002_20211208_042640.flac,2104.0,2104.0,gnbcam2
KEN_002_20211208_042640.flac,2106.4,2106.4,gnbcam2
KEN_002_20211208_042640.flac,2109.5,2109.5,blbpuf2
KEN_002_20211208_042640.flac,2110.0,2110.0,gnbcam2
KEN_002_20211208_042640.flac,2111.8,2111.8,blbpuf2
KEN_002_20211208_042640.flac,2114.5,2114.5,gnbcam2
KEN_002_20211208_042640.flac,2135.9,2135.9,blbpuf2
KEN_002_20211208_042640.flac,2146.5,2146.5,blbpuf2
KEN_002_20211208_042640.flac,2165.3,2165.3,sobfly1
KEN_002_20211208_042640.flac,2168.7,2168.7,blbpuf2
KEN_002_20211208_042640.flac,2179.3,2179.3,blbpuf2
KEN_002_20211208_042640.flac,2181.8,2181.8,reccor
KEN_002_20211208_042640.flac,2193.9,2193.9,blbpuf2
KEN_002_20211208_042640.flac,2199.7,2199.7,blbpuf2
KEN_002_20211208_042640.flac,2206.6,2206.6,sobfly1
KEN_002_20211208_042640.flac,2213.5,2213.5,hadibi1
KEN_002_20211208_042640.flac,2217.9,2217.9,wbswea1
KEN_002_20211208_042640.flac,2233.1,2233.1,sccsun2
KEN_002_20211208_042640.flac,2239.2,2239.2,sobfly1
KEN_002_20211208_042640.flac,2240.8,2240.8,blbpuf2
KEN_002_20211208_042640.flac,2241.8,2241.8,sccsun2
KEN_002_20211208_042640.flac,2243.4,2243.4,sccsun2
KEN_002_20211208_042640.flac,2247.3,2247.3,sccsun2
